Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Tat04c,Stochastic linear control over a communication channel,"S. Tatikonda, Anant Sahai, and S. Mitter",2004,2004-09-13,IEEE Transactions on Automatic Control,49,1549-1561,,442,20,10.1109/TAC.2004.834430,https://doi.org/10.1109/TAC.2004.834430,0.9500
Eli04,When bode meets shannon: control-oriented feedback communication schemes,N. Elia,2004,2004-09-13,IEEE Transactions on Automatic Control,49,1477-1488,,391,18,10.1109/TAC.2004.834119,https://doi.org/10.1109/TAC.2004.834119,0.9500
Mar08,Feedback Control in the Presence of Noisy Channels: “Bode-Like” Fundamental Limitations of Performance,N. C. Martins and M. Dahleh,2008,2008-09-09,IEEE Transactions on Automatic Control,53,1604-1615,,273,15,10.1109/TAC.2008.929361,https://doi.org/10.1109/TAC.2008.929361,0.9500
Wid76,Stationary and nonstationary learning characteristics of the LMS adaptive filter,"B. Widrow, J. Mccool, M. Larimore, and C. Johnson",1976,1976-08-01,Proceedings of the IEEE,64,1151-1162,,1464,29,10.1007/978-94-010-1223-2_23,https://doi.org/10.1007/978-94-010-1223-2_23,0.9500
Lju91,A result on the mean square error obtained using general tracking algorithms,L. Ljung and P. Priouret,1991,1991-07-01,International Journal of Adaptive Control and Signal Processing,5,231-248,"Tracking time-varying properties is of crucial importance in all adaptive algorithms. In this contribution we study a fairly general algorithm for tracking properties of model parameters that can be described in a linear regression form (including AR models and the like). An explicit expression for the mean square error between the estimated and the true (time-varying) parameter is established. For slow adaptation this expression can be arbitrarily well approximated by a much simpler expression. The treatment differs from other related studies using weak convergence theory, averaging, etc. in that the results are not asymptotic in nature and are applicable also to the transient phase as well as over unbounded time intervals.",37,1.1,10.1002/ACS.4480050402,https://doi.org/10.1002/ACS.4480050402,0.9500
Orn18,Deception in Optimal Control,M. Ornik and U. Topcu,2018,2018-05-08,"2018 56th Annual Allerton Conference on Communication, Control, and Computing (Allerton)",,821-828,"In this paper, we consider an adversarial scenario where one agent seeks to achieve an objective, and its adversary seeks to learn the agent’s intentions and prevent the agent from achieving its objective. Thus, the agent has an incentive to try to deceive the adversary about its intentions, while at the same time working to achieve its objective. The primary contribution of this paper is to introduce a mathematically rigorous framework for the notion of deception within the context of optimal control. The central notion introduced in the paper is that of a belief-induced reward: a reward dependent not only on the agent’s state and action, but also adversary’s beliefs. While the paper focuses on the setting of Markov decision processes, the proposed framework allows for deception to be defined in an arbitrary control system endowed with a reward function. Furthermore, we discuss design of optimal deceptive strategies, under possible additional specifications on agent’s behavior or uncertainty in agent’s knowledge about the adversary’s learning process, and show that such design reduces to known problems in control design on partially observable or uncertain Markov decision processes. The notion of deception is illustrated on a running example of “cops and deceptive robbers”. We show that an optimal deceptive strategy of this example, designed using the theory introduced in the paper, follows the intuitive idea of how to deceive an adversary in such a scenario.",36,4.5,10.1109/ALLERTON.2018.8635871,https://doi.org/10.1109/ALLERTON.2018.8635871,0.9500
Han86,The effects of stress on attentional resources,P. Hancock and M. Chignell,1986,1986-05-01,,,,"A new perspective is presented from which to view the action of stress on human behavior. At a behavioral level, the action of stress is related to notions of human attention and an indication of an isomorphic relationship between modes of control at a physiological and behavioral level is presented. Examples of this phenomenon are extracted from performance under heat stress, since this is one of the most simple stress circumstances. It is suggested that stress sufficient to overcome adaptive capability, that is efficient homeostasis, acts to drain attentional resources. The manner in which such resources fail approximates that function typical of a positive feedback system, which also characterizes the breakdown of physiological response under severe environmental stress. The end point of this draining sequence is the absence of all attentional resources, which is taken to be unconsciousness, to be rapidly followed by the failure of physiological adaptability upon which life sustaining functions depend. This overall picture preserves the inverted-U shaped relationship between stress and performance, yet is in distinct contrast to the traditional arousal account of such behavior. The theoretical and practical ramifications of these observations are explored.",0,,,https://www.semanticscholar.org/paper/000ca25d6e5db29f1e28a4c38f99f8d77ee658aa,0.9500
Nai07,Feedback Control Under Data Rate Constraints: An Overview,"G. Nair, F. Fagnani, S. Zampieri, and R. Evans",2007,2007-03-05,Proceedings of the IEEE,95,108-137,,1051,55,10.1109/JPROC.2006.887294,https://doi.org/10.1109/JPROC.2006.887294,0.9500
Beh68,On a class of linear stochastic differential games,R. Behn and Y. Ho,1968,1968-06-01,IEEE Transactions on Automatic Control,13,227-240,"The solution for a class of stochastic pursuit-evasion differential games between two linear dynamic systems is given. This class includes the classical interception game in Euclidean space. The performance index which is optimized is quadratic, and one of the two players has imperfect (noisy) knowledge of the states of the two systems. The ""certainty-equivalence principle' or, equivalently, the technique of separating the estimator and the controller which characterizes the standard stochastic control problem is shown to be applicable to this class of differential games.",81,1.4,10.1109/TAC.1968.1098898,https://doi.org/10.1109/TAC.1968.1098898,0.9500
Kuh91,Incrementally Learning Time-Varying Half Planes,"A. Kuh, T. Petsche, and R. Rivest",1991,1991-12-02,Neural Information Processing Systems,,920-927,"We present a distribution-free model for incremental learning when concepts vary with time. Concepts are caused to change by an adversary while an incremental learning algorithm attempts to track the changing concepts by minimizing the error between the current target concept and the hypothesis. For a single half-plane and the intersection of two half-planes, we show that the average mistake rate depends on the maximum rate at which an adversary can modify the concept. These theoretical predictions are verified with simulations of several learning algorithms including back propagation.",14,0.4,,https://www.semanticscholar.org/paper/d4e03c36ce0dff18b2d89e7f49be5dac2977a1bb,0.9500
Wal22,"Fog, friction, and control in organized conflict: punctuated transitions to instability",R. Wallace,2022,2022-08-05,The Journal of Defense Modeling and Simulation,21,141 - 147,"We explore the effects of Clausewitzian fog and friction using a data rate theorem–based model of the phase transition from control to failure for inherently unstable systems that include, but are not limited to, the many possible modalities of organized conflict. Fog-and-friction challenge any and all cognitive structures facing dynamic patterns of threat or opportunity, whether control is manifested through an institution, a machine entity, or some composite. The fundamental nature of challenge appears independent of the degree of sophistication of those institutions, entities, or composites, and of the technical modalities employed. The dialog/Zweikampf of organized conflict is—and will remain—an intimate and most human enterprise. Implications for other existential threats of inherently unstable circumstance, like pandemic disease or climate change, are evident.",0,,10.1177/15485129221115740,https://doi.org/10.1177/15485129221115740,0.9500
Wal21,On Maskirovka: the dynamics of delay in threat recognition,R. Wallace,2021,2021-12-03,"The Journal of Defense Modeling and Simulation: Applications, Methodology, Technology",20,171 - 180,"Across military Zweikampf and public health, error, blindness, and incompetence carry singular burden. Here, we adapt methods developed for the analysis of pandemic mismanagement to the study of armed conflict. Stability of control during such conflict depends on prompt recognition of, and response to, rapidly changing events. In addition to “conventional” Clausewitzian fog and friction, there are almost always inherent or induced delays to threat recognition. For a system to be stable without such delay, there will be a critical lag at which control fails, as it similarly does if institutional cognition sufficiently degrades. In such cases, tactical thrashing becomes manifest. In a military context, there is no way around such dynamics, which are routinely—often brilliantly—exploited.",2,0.4,10.1177/15485129211061688,https://doi.org/10.1177/15485129211061688,0.9200
Sol92,The error variance of LMS with time-varying weights,V. Solo,1992,1992-04-01,IEEE Trans. Signal Process.,40,803-813,"A calculation of weight error variance of the LMS (least mean square) algorithm is made in the presence of time-varying true weights. With time-varying weights the LMS error system has in general several time scales operating at once. This causes difficulties in the variance calculation which seem hitherto to have passed unnoticed. To handle this problem a sort of perturbation expansion is developed based on weak convergence methods or 'stochastic averaging'. The main concern in carrying out the error variance calculation is to study the effect on LMS performance of adaptation speed as it relates to true speed of parameter change. Three cases are covered with reference to considering adaptation speed with respect to true speed: first, where the adaptation speed is too slow; second, where it is matched: and third, where it is faster. >",23,0.7,10.1109/78.127953,https://doi.org/10.1109/78.127953,0.9200
Zhu20b,Error Bounds and Applications for Stochastic Approximation with Non-Decaying Gain,Jingyi Zhu,2020,2020-03-15,arXiv: Optimization and Control,,,"This work analyzes the stochastic approximation algorithm with non-decaying gains as applied in time-varying problems. The setting is to minimize a sequence of scalar-valued loss functions $f_k(\cdot)$ at sampling times $\tau_k$ or to locate the root of a sequence of vector-valued functions $g_k(\cdot)$ at $\tau_k$ with respect to a parameter $\theta\in R^p$. The available information is the noise-corrupted observation(s) of either $f_k(\cdot)$ or $g_k(\cdot)$ evaluated at one or two design points only. Given the time-varying stochastic approximation setup, we apply stochastic approximation algorithms with non-decaying gains, so that the recursive estimate denoted as $\hat{\theta}_k$ can maintain its momentum in tracking the time-varying optimum denoted as $\theta_k^*$. 
Chapter 3 provides a bound for the root-mean-squared error $ \sqrt{E(\|\hat{\theta}_k-\theta_k^*\|^2})$. Overall, the bounds are applicable under a mild assumption on the time-varying drift and a modest restriction on the observation noise and the bias term. After establishing the tracking capability in Chapter 3, we also discuss the concentration behavior of $\hat{\theta}_k $ in Chapter 4. The weak convergence limit of the continuous interpolation of $\hat{\theta}_k$ is shown to follow the trajectory of a non-autonomous ordinary differential equation. Both Chapter 3 and Chapter 4 are probabilistic arguments and may not provide much guidance on the gain-tuning strategies useful for one single experiment run. Therefore, Chapter 5 discusses a data-dependent gain-tuning strategy based on estimating the Hessian information and the noise level. Overall, this work answers the questions ""what is the estimate for the dynamical system $\theta_k^*$"" and ""how much we can trust $\hat{\theta}_k $ as an estimate for $\theta_k^*$.""",5,0.8,,https://www.semanticscholar.org/paper/fdc3c488b7a65611e2c764927dd3ade5c2ba7b17,0.9000
Wal20c,How AI founders on adversarial landscapes of fog and friction,R. Wallace,2020,2020-10-29,"The Journal of Defense Modeling and Simulation: Applications, Methodology, Technology",19,519 - 538,"Formal analysis, based on the asymptotic limit theorems of control and information theories, uncovers sufficient conditions for punctuated failure across the full spectrum of real-time cognitive process – essentially a generalization of the Yerkes-Dodson law – challenging recent assertions that instabilities in AI deep learning paradigms can be easily remedied, permitting their use in real-world critical systems. A temperature analog for cognition that is itself an order parameter is determined by rates of internal information transmission, sensory or intelligence input, and material resource availability. Phase transitions driven by the synergisms of such parameters express symmetry-breaking changes in groupoids characteristic of cognition at and across scales and levels of organization, significantly extending models abducted from physical theory. No modifications of current – or future – AI or other cognitive systems can or will be immune to failure when facing sophisticated adversarial challenge under conditions of friction and the fog-of-war. We indicate how to reconfigure these results for study of long-term conflict on ‘Sun Zu Landscapes’ of deception, deceit, and subtle influence under Lamarckian selection.",19,3.4,10.1177/1548512920962227,https://doi.org/10.1177/1548512920962227,0.9000
Shi02c,Nonorthodox Guidance Law Development Approach for Intercepting Maneuvering Targets,J. Shinar and T. Shima,2002,2002-07-01,Journal of Guidance Control and Dynamics,25,658-666,"Two aspects of a new mindset are applied to interceptor guidance: 1 ) the mathematical formulation of an interception scenario against maneuverable targets and 2 ) the relationship between the estimation process and optimal guidance law design. The interception of a maneuverable antisurface missile is formulated as a zerosum pursuit evasion game. The perfect information game solution, which guarantees a robust hit-to-kill homing accuracy, requires, among other things, the knowledge of the target maneuver. This variable cannot be directly measuredandhasto beestimatedbasedonnoisymeasurements.Thegreatesterrorsourceintheestimationoftimevarying target maneuvers is the inherent delay due to the convergence time of the process. The estimation process is modeled as a pure information delay. Such a delay is partially compensated by a new guidance law based on the solution of a delayed information pursuit ‐evasion game. Thenew approach represents a potential breakthrough in guidancelaw design predicting reduced miss distancesand robustnesseven in stressing interception environments. The improved accuracy is cone rmed by a set of Monte Carlo simulations in a ballistic missile interception scenario with noisy measurements. I. Introduction I N contrast to the impressive technological progress achieved by the guided missile community, the concepts of interceptor guidance law development have remained (unfortunately ) conservative. This conservative mindset can be attributed to that until recently the target of an interceptor missile was an inhabited aircraft, against which the missile had substantial advantage in speed, maneuverability, and agility. Moreover, miss distances of the order of a few meters (compatible with the lethal radius of the missile warhead ) were considered admissible. Thus, the effort to develop improved guidance laws may have seemed to be unnecessary. The 1991 Gulf War introduced a new type of target, namely, the tactical ballistic missile (TBM), able to carry nonconventional warheads. Successful interception of a TBM, much less vulnerable than an aircraft, requires a very small miss distance or even a direct hit, creating a newchallenge for the guided missile community. Several defense systems against ballistic missiles are currently in development to meet the threat. All of them have been designed against ballistic targets, e ying predictable trajectories. The availableadvancedtechnology allowed thesedefensesystems (ARROW, PAC-3, THAAD ) to demonstrate, in spite of using conventional guidance and estimation concepts, an excellent homing accuracy (sometimes even a kinetic hit to kill ) against such nonmaneuvering targets. 1i3",108,4.5,10.2514/2.4960,https://doi.org/10.2514/2.4960,0.9000
Shi01,New Interceptor Guidance Law Integrating Time-Varying and Estimation-Delay Models,"T. Shima, J. Shinar, and H. Weiss",2001,2001-08-06,Journal of Guidance Control and Dynamics,26,295-303,"The paper presents a synthesis of a new guidance law, derived using differential games concepts, for the interception of highly maneuvering targets. The synthesis is based on the integration of two recently demonstrated improvementfeatures:namely,theuseofa time-varying linearkinematicsgamemodelandthecompensationofthe inherent estimation delay of thetarget acceleration. The new guidance law is implemented in a genericyet realistic noise-corruptedthree-dimensionalnonlinearballisticmissiledefensescenariobyusingasuitablethree-dimensional estimator.Thetestagainstworst-casetargetmaneuversdemonstratesasignie cantimprovementcomparedto other known guidance laws indicating a potential breakthrough in interceptor guidance. I. Introduction H ISTORICALLY, the typical target of interceptor missiles has been a manned aircraft, against which the missile had substantial advantage in speed, maneuverability, and agility. Moreover, miss distances of a few meters, compatible with the lethal radius of the missile warhead, were considered admissible. Because of these facts, even a simple guidance law such as proportional navigation (PN) could guarantee the target destruction. The Gulf War introduced the tactical ballistic missile (TBM), able to carry nonconventional warheads, as a new type of target. Successful interception of a TBM, much less vulnerable than an aircraft, requires a very small miss distance or even a direct hit. Several ballistic missile defense systems are currently in development. Because of advances in technology, these systems (such as ARROW and PAC-3) succeeded to demonstrate, using conventionalguidance concepts, excellent homing accuracy against such nonmaneuvering targets. 1;2 Although known TBMs were not designed to maneuver because of their high reentry speed, they have a substantial maneuverability potential in the atmosphere. Moreover, this potential can be made applicable by a modest technical effort. The same is true for future high-speed antiship or cruise missiles.Paradoxically, the successful current development of ballistic missile defense systems can serve to motivate the future development of maneuverable antisurface missiles. Against such threats interceptor missiles will have only a marginal maneuverability advantage. Hence, the required small miss distances are not achievable by using conventional guidance laws even in a noise-free environment, as it was demonstrated by recent simulation studies. 3;4 Most missile guidance laws used at the present, including PN, were derived using a linear quadratic optimal control formulation assuming perfect information. 5 Such a formulation requires an assumption on the future evolution of the target maneuver. If this",42,1.7,10.2514/2.5046,https://doi.org/10.2514/2.5046,0.9000
Sla73,Optimal evasive tactics against a proportional navigation missile with time delay.,G. Slater and W. Wells,1973,1973-05-01,Journal of Spacecraft and Rockets,10,309-313,"The optimal control for an evasive target in a particular pursuit-evasion conflict has been determined. The pursuit vehicle has a fixed gain proportional navigation guidance system in which a pure time delay is present. The mathematical model assumes two-dimensional linearized dynamics. It is found that for fixed control energy, the evasive control depends strongly upon the gain and time delay of the pursuit system. Even in the worst case, however, the evader can significantly increase the miss distance that results from no evasive action. In addition, the results indicate the solution to an associated minimax type problem, viz., the choice of gain for the pursuer so as to minimize the (maximum) miss of the optimal evader. The results indicate that for all cases the optimal gain is approximately equal to the fuel optimal gain against a nonmaneuvering adversary and lower than the value obtained by a no-delay differential game analysis.",57,1.1,10.2514/3.27759,https://doi.org/10.2514/3.27759,0.9000
Won99,Systems with finite communication bandwidth constraints. II. Stabilization with limited information feedback,W. Wong and R. Brockett,1999,1999-05-01,IEEE Trans. Autom. Control.,44,1049-1053,"For part I, see ibid., vol.42, p.1294-8, 1997. In this paper a new class of feedback control problems is introduced. Unlike classical models, the systems considered here have communication channel constraints. As a result, the issue of coding and communication protocol becomes an integral part of the analysis. Since these systems cannot be asymptotically stabilized if the underlying dynamics are unstable, a weaker stability concept called containability is introduced. A key result connects containability with an inequality equation involving the communication data rate and the rate of change of the state.",930,34,10.1109/9.763226,https://doi.org/10.1109/9.763226,0.9000
Far80,Tracking properties of adaptive signal processing algorithms,D. Farden and K. Sayood,1980,1980-04-09,"IEEE International Conference on Acoustics, Speech, and Signal Processing",,466-469,"Adaptive signal processing algorithms are often used in order to ""track"" an unknown time-varying parameter vector. Such algorithms are typically some form of stochastic gradient-descent algorithm. The Widrow LMS algorithm is apparently the most frequently used. This work develops an upper bound on the norm-squared error between the parameter vector being tracked and the value obtained by the algorithm. The upper bound illustrates the relationship between the algorithm step-size and the maximum rate of variation in the parameter vector. Finally, some simple covariance decay-rate conditions are imposed to obtain a bound on the mean square error.",63,1.4,10.1109/ICASSP.1980.1170938,https://doi.org/10.1109/ICASSP.1980.1170938,0.9000
Mai23b,Efficient Communication for Pursuit-Evasion Games with Asymmetric Information,Dipankar Maity,2023,2023-07-03,2023 62nd IEEE Conference on Decision and Control (CDC),,2104-2109,"We consider a class of pursuit-evasion differential games in which the evader has continuous access to the pursuer's location but not vice-versa. There is an immobile sensor (e.g., a ground radar station) that can sense the evader's location and communicate that information intermittently to the pursuer. Transmitting the information from the sensor to the pursuer is costly and only a finite number of transmissions can happen throughout the entire game. The outcome of the game is determined by the control strategies of the players and the communication strategy between the sensor and the pursuer. We obtain the (Nash) equilibrium control strategies for both the players as well as the optimal communication strategy between the static sensor and the pursuer. We discuss a dilemma for the evader that emerges in this game. We also discuss the emergence of implicit communication where the absence of communication from the sensor can also convey some actionable information to the pursuer.",7,2.4,10.1109/CDC49753.2023.10383640,https://doi.org/10.1109/CDC49753.2023.10383640,0.9000
Han89,A Dynamic Model of Stress and Sustained Attention,P.A. Hancock and J. Warm,1989,1989-10-01,Human Factors: The Journal of Human Factors and Ergonomics Society,31,519 - 537,,960,26,10.1177/001872088903100503,https://doi.org/10.1177/001872088903100503,0.9000
Hoc93,Cognitive-energetical control mechanisms in the management of work demands and psychological health.,G. R. J. Hockey,1993,,,,,,221,6.6,,https://www.semanticscholar.org/paper/4264447901244c9fb1e5cda7483be3dd3fc8bd06,0.9000
Ugr17,Controller-jammer game models of Denial of Service in control systems operating over packet-dropping links,V. Ugrinovskii and Cédric Langbort,2017,2017-06-05,Autom.,84,128-141,"The paper introduces a class of zero-sum games between the adversary and controller as a scenario for a `denial of service' in a networked control system. The communication link is modeled as a set of transmission regimes controlled by a strategic jammer whose intention is to wage an attack on the plant by choosing a most damaging regime-switching strategy. We demonstrate that even in the one-step case, the introduced games admit a saddle-point equilibrium, at which the jammer's optimal policy is to randomize in a region of the plant's state space, thus requiring the controller to undertake a nontrivial response which is different from what one would expect in a standard stochastic control problem over a packet dropping link. The paper derives conditions for the introduced games to have such a saddle-point equilibrium. Furthermore, we show that in more general multi-stage games, these conditions provide `greedy' jamming strategies for the adversary.",21,2.3,10.1016/j.automatica.2017.07.009,https://doi.org/10.1016/j.automatica.2017.07.009,0.9000
Ben87,Design of adaptive algorithms for the tracking of time‐varying systems,A. Benveniste,1987,1987-09-01,International Journal of Adaptive Control and Signal Processing,1,3-29,"Abstract The design of adaptive algorithms for the purpose of the tracking of slowly time varying systems is investigated . A criterion for measuring the tracking capability of an algorithm in this situation was introduced in an earlier work; the domain of vali dity of this criterion is shown to be much wider than expected before. On the other hand, multistep algorithms, introduced in the Soviet literature, are generalized and systematically studied; they are shown to provide significant improvements over the classical (one-step) methods for the purpose of tracking. Finally, a complete design me thodology for adaptive algorithms used on time varying systems is given.",115,3.0,10.1002/ACS.4480010103,https://doi.org/10.1002/ACS.4480010103,0.9000
Bau99,Automated Target Tracking in Real-Time: Optimal Adjustment of the Parameters,R. Bauer and B. Beauzamy,1999,1999-10-01,Journal of Mathematical Analysis and Applications,238,1-19,"Abstract We study a problem in real-time target tracking by means of a one-dimensional “random” Kalman–Bucy filter. The tracking device has constrained processing power and hence has to choose (1) a subregion to be observed out of a larger region in which the target motion takes place and (2) a finite resolution scale. As a consequence the variance of the best prediction of the location of the target becomes a random process. The tracking is satisfactory if the expected time it takes the variance process to enter a finite strip is finite. We determine the optimal choice of subregion and resolution and give conditions on the model that insure a satisfactory tracking procedure for this choice. In addition, using large deviation estimates for Bernoulli random walks, we obtain exponential bounds for the tail probabilities of the expected entrance time of the variance process.",0,,10.1006/JMAA.1999.6457,https://doi.org/10.1006/JMAA.1999.6457,0.8900
Wal25,Sensory or Intelligence Data Compression Can Drive the Yerkes-Dodson Effect,Rodrick Wallace,2025,2025-02-06,Symmetry,17,235,"New probability models of inherently embodied cognition derived from the asymptotic limit theorems of information and control theories show, where the Weber–Fechner, Stevens, Hick–Hyman, and Pieron’s psychophysics laws—and analogous processes of sensory data rate compression—operate, that sufficient arousal will engender the classic Yerkes–Dodson effect responses for ‘easy’ and ‘difficult’ challenges, depending on the level of ‘noise’ impeding the cognition rate. A ‘hallucination’ mode is found to arise at low arousal, and, in the face of sufficient noise, a ‘panic’ mode at high arousal. Systems that are ‘ductile’ in a formal sense, however, are not afflicted by such hallucination, although panic remains for difficult challenges. Similar dynamics that surround organized conflict on ‘Clausewitz landscapes’ of fog, friction, and deadly adversarial intent have long been studied. We find a central mechanism for cognitive failure under increasing stress across a very broad range of modalities to be enough—usually badly needed—compression of sensory/intelligence and internal information transmission rates. It seems possible, with some effort, to convert the probability models developed here into robust statistical tools for the study and limited control of critical real-time, real-world embodied cognitive phenomena associated with cellular, neural, individual, machine, and institutional systems and their many composites.",0,,10.3390/sym17020235,https://doi.org/10.3390/sym17020235,0.8800
Gar87,Nonstationary learning characteristics of the LMS algorithm,W. Gardner,1987,1987-10-01,,,,Upper and lower bounding first-order linear recursions for the mean-squared error realized with the LMS algorithm subjected to a sequence of independent nonstationary training vectors are derived. These bounds coincide to give the exact evolution of mean-squared error for the problem of identification of a nonrecursive time-varying system with white-noise excitation. This leads to an exact formula for time-averaged mean-squared error that is used to study optimization of the step-size parameter for minimum time-average misadjustment. New results on dependence of the minimal step size and the minimum misadjustment on the degree of nonstationarity are obtained.,67,1.7,10.1109/TCS.1987.1086054,https://doi.org/10.1109/TCS.1987.1086054,0.8800
Ish87,Open-loop Stackelberg strategies in a linear-quadratic differential game with time delay,T. Ishida and E. Shimemura,1987,1987-05-01,International Journal of Control,45,1847-1855,Abstract The open-loop Stackelberg strategies in a linear-quadratic differential game with time delay are constructed in the form of necessary and sufficient conditions. The evolution of a game with time delay is described by coupled differential equations composed of lumped and distributed parameter subsystems. Calculation of solutions is facilitated by transforming two-point boundary-value problems to terminal boundary-value ones by the introduction of Riccati-type differential equations.,6,0.2,10.1080/00207178708933850,https://doi.org/10.1080/00207178708933850,0.8800
Wid84,On the statistical efficiency of the LMS algorithm with nonstationary inputs,B. Widrow and E. Walach,1984,1984-05-22,IEEE Trans. Inf. Theory,30,211-221,"A fundamental relationship exists between the quality of an adaptive solution and the amount of data used in obtaining it. Quality is defined here in terms of ""misadjustment,"" the ratio of the excess mean square error (mse) in an adaptive solution to the minimum possible mse. The higher the misadjustment, the lower the quality is. The quality of the exact least squares solution is compared with the quality of the solutions obtained by the orthogonalized and the conventional least mean square (LMS) algorithms with stationary and nonstationary input data. When adapting with noisy observations, a filter trained with a finite data sample using an exact least squares algorithms will have a misadjustment given by M=\frac{n}{N}=\frac{number of weights}{number of training samples} If the same adaptive filter were trained with a steady flow of data using an ideal ""orthogonalized LMS"" algorithm, the misadjustment would be M=\frac{n}{4\tau_{\mse}}=\frac{number of weights}{number of training samples} Thus, for a given time constant \tau_{\mse} of the learning process, the ideal orthogonalized LMS algorithm will have about as low a misadjustment as can be achieved, since this algorithm performs essentially as an exact least squares algorithm with exponential data weighting. It is well known that when rapid convergence with stationary data is required, exact least squares algorithms can in certain cases outperform the conventional Widrow-Hoff LMS algorithm. It is shown here, however, that for an important class of nonstationary problems, the misadjustment of conventional LMS is the same as that of orthogonalized LMS, which in the stationary case is shown to perform essentially as an exact least squares algorithm.",177,4.2,10.1109/TIT.1984.1056892,https://doi.org/10.1109/TIT.1984.1056892,0.8600
Jum73,An approach via state estimation to differential games with information time lag,G. Jumarie,1973,1973-12-01,International Journal of Game Theory,2,39-52,,1,0.0,10.1007/BF01737556,https://doi.org/10.1007/BF01737556,0.8600
Gao19,Communication scheduling and remote estimation with adversarial intervention,"Xiaobin Gao, E. Akyol, and T. Başar",2019,2019-01-01,IEEE/CAA Journal of Automatica Sinica,6,32-44,"We study a communication scheduling and remote estimation problem within a worst-case scenario that involves a strategic adversary. Specially, a remote sensing system consisting of a sensor, an encoder and a decoder is configured to observe, transmit, and recover a discrete time stochastic process. At each time step, the sensor makes an observation on the state variable of the stochastic process. The sensor is constrained by the number of transmissions over the time horizon, and thus it needs to decide whether to transmit its observation or not after making each measurement. If the sensor decides to transmit, it sends the observation to the encoder, who then encodes and transmits the observation to the decoder. Otherwise, the sensor and the encoder maintain silence. The decoder is required to generate a real-time estimate on the state variable. The sensor, the encoder, and the decoder collaborate to minimize the sum of the communication cost for the sensor, the encoding cost for the encoder, and the estimation error for the decoder. There is also a jammer interfering with the communication between the encoder and the decoder, by injecting an additive channel noise to the communication channel. The jammer is charged for the jamming power and is rewarded for the estimation error generated by the decoder, and it aims to minimize its net cost. We consider a feedback Stackelberg game with the sensor, the encoder, and the decoder as the composite leader, and the jammer as the follower. Under some technical assumptions, we obtain a feedback Stackelberg solution, which is threshold based for the scheduler, and piecewise affine for the encoder and the decoder. We also generate numerical results to demonstrate the performance of the remote sensing system under the feedback Stackelberg solution.",12,1.6,10.1109/JAS.2019.1911318,https://doi.org/10.1109/JAS.2019.1911318,0.8500
Wal20,Command and its discontents: Instabilities of institutional anytime algorithms on a Clausewitz landscape,R. Wallace,2020,2020-06-18,"The Journal of Defense Modeling and Simulation: Applications, Methodology, Technology",19,239 - 244,"It has long been understood that the inevitably time-constrained cognitive processes of command on a Clausewitz landscape of uncertainty and imprecision are subject to gross instabilities. Even very experienced, capable, and intelligent command teams lose wars. Using formal approaches from control and information theories, we show how failure to understand and recognize underlying structure and dynamics in organized conflict expresses itself as increased “noise,” eventually triggering strategic collapse, often in a highly punctuated manner",0,,10.1177/1548512920931597,https://doi.org/10.1177/1548512920931597,0.8500
Ran17,Control Capacity,G. Ranade and Anant Sahai,2017,2017-01-16,IEEE Transactions on Information Theory,65,235-254,"Feedback control actively dissipates uncertainty from a dynamical system by means of actuation. We develop a notion of “control capacity” that gives a fundamental limit (in bits) on the rate at which a controller can dissipate the uncertainty from a system, i.e., stabilize to a known fixed point. We give a computable single-letter characterization of control capacity for memoryless stationary scalar multiplicative actuation channels. Control capacity allows us to answer questions of stabilizability for scalar linear systems: a system with actuation uncertainty is stabilizable if and only if the control capacity is larger than the log of the unstable open-loop eigenvalue. For second-moment senses of stability, we recover the classic uncertainty threshold principle result. However, our definition of control capacity can quantify the stabilizability limits for any moment of stability. Our formulation parallels the notion of Shannon’s communication capacity and thus yields both a strong converse and a way to compute the value of side information in control.",0,,10.1109/TIT.2018.2868929,https://doi.org/10.1109/TIT.2018.2868929,0.8500
Won97,Systems with finite communication bandwidth constraints. I. State estimation problems,W. Wong and R. Brockett,1997,1997-09-01,IEEE Trans. Autom. Control.,42,1294-1299,"In this paper, we investigate a state estimation problem involving finite communication capacity constraints. Unlike classical estimation problems where the observation is a continuous process corrupted by additive noises, there is a constraint that the observations must be coded and transmitted over a digital communication channel with finite capacity. This problem is formulated mathematically, and some convergence properties are defined. Moreover, the concept of a finitely recursive coder-estimator sequence is introduced. A new upper bound for the average estimation error is derived for a large class of random variables. Convergence properties of some coder-estimator algorithms are analyzed. Various conditions connecting the communication data rate with the rate of change of the underlying dynamics are established for the existence of stable and asymptotically convergent coder-estimator schemes.",578,20,10.1109/9.623096,https://doi.org/10.1109/9.623096,0.8500
