Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Kus95,Analysis of adaptive step-size SA algorithms for parameter tracking,H. Kushner and Jichuan Yang,1995,1995-08-01,IEEE Trans. Autom. Control.,40,1403-1410,"We present proofs and data for adaptive step-size algorithms for tracking time-varying parameters when recursive stochastic approximation type algorithms are used. A classical problem in adaptive control and communication theory concerns the tracking of the best fit of a given form when the statistics or the parameters change slowly. A major, and yet unresolved, problem has been the choice of the step sizes in the tracking algorithm. An algorithm for adapting the step size using the same system measurements which are used for the tracking was suggested by Benveniste and various examples worked out by Brossier. The numerical results were very encouraging. But proofs were lacking. These proofs are supplied here together with supporting numerical data. The proofs are based on recent results in stochastic approximation. The adaptive step-size technique works very well indeed. Much supporting analysis is presented, particularly concerning the interpretation of certain stationary processes as ""stationary"" pathwise derivatives. Finite difference forms are also treated. These are mathematically simpler and can be applied to a wide variety of systems, even when the system is not well modeled. The data shows that they work well. >",118,3.8,10.1109/9.402231,https://doi.org/10.1109/9.402231,0.8500
Boy87,A Discourse on Winning and Losing,"C. A. R. Boyd, Grant Hammond, Curt LeMay, Tammi K. Dacus, and Nedra O. Looney",1987,,,,,,437,11,,https://www.semanticscholar.org/paper/7767c1ec48103f7071bc02dfb1ab4bd7479f8e03,0.8500
Mai23,Optimal Intermittent Sensing for Pursuit–Evasion Games,Dipankar Maity,2023,2023-03-27,IEEE Control Systems Letters,7,3000-3005,"We consider a class of pursuit-evasion differential games in which the evader has continuous access to the pursuer’s location, but not vice-versa. There is a remote sensor (e.g., a radar station) that can sense the evader’s location upon a request from the pursuer and communicate that sensed location to the pursuer. The pursuer has a budget on the total number of sensing requests. The outcome of the game is determined by the players’ sensing and motion strategies. We obtain the equilibrium sensing and motion strategies for the players. We quantify the degradation in the pursuer’s pay-off due to its sensing limitations.",5,1.6,10.1109/LCSYS.2023.3292291,https://doi.org/10.1109/LCSYS.2023.3292291,0.8500
Pap82,On the linear-quadratic-Gaussian Nash game with one-step delay observation sharing pattern,G. Papavassilopoulos,1982,1982-10-01,IEEE Transactions on Automatic Control,27,1065-1071,"This paper studies a two-player Nash dynamic, discrete-time, linear-quadratic game under the so-called ""one-step delay observation sharing pattern."" It is shown that under very weak assumptions the solution exists and is unique and linear in the information.",19,0.4,10.1109/TAC.1982.1103070,https://doi.org/10.1109/TAC.1982.1103070,0.8500
Hoc86,A State Control Theory of Adaptation and Individual Differences in Stress Management,G. R. J. Hockey,1986,,,,285-298,,104,2.6,10.1007/978-94-009-4448-0_19,https://doi.org/10.1007/978-94-009-4448-0_19,0.8500
Sah04,The necessity and sufficiency of anytime capacity for control over a noisy communication link,Anant Sahai,2004,,2004 43rd IEEE Conference on Decision and Control (CDC) (IEEE Cat. No.04CH37601),2,1896-1901 Vol.2,,88,3.9,10.1109/CDC.2004.1430324,https://doi.org/10.1109/CDC.2004.1430324,0.8500
Hua20b,Cross-Layer Coordinated Attacks on Cyber-Physical Systems: A LQG Game Framework with Controlled Observations,Yunhan Huang and Quanyan Zhu,2020,2020-12-04,2021 European Control Conference (ECC),,521-528,"This work establishes a game-theoretic framework to study cross-layer coordinated attacks on cyber-physical systems (CPSs). The attacker can interfere with the physical process and launch jamming attacks on the communication channels simultaneously. At the same time, the defender can dodge the jamming by dispensing with observations. The generic framework captures a wide variety of classic attack models on CPSs. Leveraging dynamic programming techniques, we fully characterize the Subgame Perfect Equilibrium (SPE) control strategies. We also derive the SPE observation and jamming strategies and provide efficient computational methods to compute them. The results demonstrate that the physical and cyber attacks are coordinated and depend on each other.On the one hand, the control strategies are linear in the state estimate, and the estimate error caused by jamming attacks will induce performance degradation. On the other hand, the interactions between the attacker and the defender in the physical layer significantly impact the observation and jamming strategies. Numerical examples illustrate the inter-actions between the defender and the attacker through their observation and jamming strategies.",11,2.0,10.23919/ecc54610.2021.9654874,https://doi.org/10.23919/ecc54610.2021.9654874,0.8500
Ahe21,"Unifying warfighting functions in mathematical modelling: combat, manoeuvre, and C2","Ryan Ahern, M. Zuparic, Keeley Hoek, and A. Kalloniatis",2021,2021-12-15,Journal of the Operational Research Society,73,2009 - 2027,"Abstract The outcomes of warfare have rarely only been characterised by the quantity and quality of individual combatant force elements. The ability to manoeuvre and adapt across force elements through effective Command and Control (C2) can allow smaller or weaker forces to overcome an adversary with greater resource and fire-power. In this paper, we combine the classic Lanchester combat model with the Kuramoto-Sakaguchi model for phase oscillators on a network to create a flexible Networked-Lanchester-C2 representation of force-on-force military engagement. The mathematical model thus unifies three of the military warfighting “functions”: fires, manoeuvre and C2. We consider three illustrative use-cases, and show that an analytical treatment of a reduced model characterises global effects in the full system. For inhomogeneous forces, we observe that with appropriate balance between internal organisational coupling, resource manoeuvrability and even weaker lethality, the force can be adaptive to overcome an initially stronger adversary.",13,2.9,10.1080/01605682.2021.1956379,https://doi.org/10.1080/01605682.2021.1956379,0.8500
Nak15,Hard limits on robust control over delayed and quantized communication channels with applications to sensorimotor control,"Yorie Nakahira, N. Matni, and J. Doyle",2015,2015-12-01,2015 54th IEEE Conference on Decision and Control (CDC),,7522-7529,"The modern view of the nervous system as layering distributed computation and communication for the purpose of sensorimotor control and homeostasis has much experimental evidence but little theoretical foundation, leaving unresolved the connection between diverse components and complex behavior. As a simple starting point, we address a fundamental tradeoff when robust control is done using communication with both delay and quantization error, which are both extremely heterogeneous and highly constrained in human and animal nervous systems. This yields surprisingly simple and tight analytic bounds with clear interpretations and insights regarding hard tradeoffs, optimal coding and control strategies, and their relationship with well known physiology and behavior. These results are similar to reasoning routinely used informally by experimentalists to explain their findings, but very different from those based on information theory and statistical physics (which have dominated theoretical neuroscience). The simple analytic results and their proofs extend to more general models at the expense of less insight and nontrivial (but still scalable) computation. They are also relevant, though less dramatically, to certain cyber-physical systems.",20,1.9,10.1109/CDC.2015.7403407,https://doi.org/10.1109/CDC.2015.7403407,0.8500
Gli09,Differential game with linear dynamics and multiple information delays,"V. Glizer, V. Turetsky, and J. Shinar",2009,2009-07-22,International Conference on Systems,,179-184,"A pursuit-evasion game with linear dynamics is considered. It is assumed that the pursuer receives the information on the state variables (the relative separation, the relative velocity and the evader lateral acceleration) with different time delays. By using the uncertainty set concept, this differential game is transformed to a new perfect information differential game with delayed dynamics. The solution of this game is derived in the classes of pure pursuer strategies and mixed evader strategies. Illustrative examples are presented.",7,0.4,,https://www.semanticscholar.org/paper/8d967d1a920fb52294c381ba2358ff09cd19a2b2,0.8500
Dzy72,Discrete differential games with information lag,G. T. Dzyubenko and B. N. Pshenichnyi,1972,,Cybernetics,8,947-952,,13,0.2,10.1007/BF01068518,https://doi.org/10.1007/BF01068518,0.8400
Kas84,A differential game of evasion with delays,B. Kaśkosz and T. Tadumadze,1984,1984-10-01,Journal of Optimization Theory and Applications,44,231-268,,4,0.1,10.1007/BF00935438,https://doi.org/10.1007/BF00935438,0.8400
Wal23,"Machine Cognition, Control and Embodiment on Landscapes of Fog, Friction and Selection",R. Wallace,2023,2023-03-17,J. Artif. Intell. Conscious.,10,149-180,"Real-world cognitive structures — embodied biological, machine or composite entities — are inherently unstable by virtue of the “topological information” imposed upon them by external circumstance, adversarial intent, and other persistent “selection pressures”. Consequently, under the Data Rate Theorem (DRT), they must be constantly controlled by embedding regulators. For example, blood pressure and the stream of consciousness require persistent delicate regulation in higher organisms. Here, using the Rate Distortion Theorem of information theory, we derive a form of the DRT of control theory that characterizes such instability for adiabatically stationary nonergodic systems and uncover novel forms of cognitive dynamics under stochastic challenge. These range from aperiodic stochastic amplification to Yerkes–Dodson signal transduction and outright system collapse. The analysis, deliberately closely adapted from recent purely biological studies, leads toward new statistical tools for data analysis, uncovering groupoid symmetry-breaking phase transition analogs to Fisher Zeros in physical systems that may be important for studies of machine intelligence under real-world, hence embodied, interaction. The challenges facing construction, operation, and stabilization of high-order “workspace” or “multiple-workspace” machine cognition, perhaps backed by rapid pattern-matching “emotional” AI, whether explicitly recognized as conscious or not, will require parallel construction of new analytic machinery. This work provides one example, solidly based on the asymptotic limit theorems of information and control theories.",0,,10.1142/s2705078522500199,https://doi.org/10.1142/s2705078522500199,0.8400
Gli09b,A linear differential game with bounded controls and two information delays,V. Glizer and V. Turetsky,2009,2009-03-01,Optimal Control Applications and Methods,30,,,15,0.9,10.1002/oca.850,https://doi.org/10.1002/oca.850,0.8400
Guo95,Exponential stability of general tracking algorithms,Lei Guo and L. Ljung,1995,1995-08-01,IEEE Trans. Autom. Control.,40,1376-1387,"Tracking and adaptation algorithms are, from a formal point of view, nonlinear systems which depend on stochastic variables in a fairly complicated way. The analysis of such algorithms is thus quite complicated. A first step is to establish the exponential stability of these systems. This is of interest in its own right and a prerequisite for the practical use of the algorithm. It is also a necessary starting point to analyze the performance in terms of tracking and adaptation because that is how close the estimated parameters are to the time-varying true ones. In this paper we establish some general conditions for the exponential stability of a wide and common class of tracking algorithms. This includes least mean squares, recursive least squares, and Kalman filter based adaptation algorithms. We show how stability of an averaged (linear and deterministic) equation and stability of the actual algorithm are linked to each other under weak conditions on the involved stochastic processes. We also give explicit conditions for exponential stability of the most common algorithms. The tracking performance of the algorithms is studied in a companion paper. >",77,2.5,10.1109/9.402229,https://doi.org/10.1109/9.402229,0.8300
Kal14d,"The J-Staff System, Network Synchronisation and Noise",A. Kalloniatis and M. Zuparic,2014,2014-06-01,,,,"Abstract : In [Kalloniatis 2008, 2012] one of us proposed a new mathematical model for networked Command and Control (C2) systems whose elements are engaged in iterative cycling through continuous Observe-Orient-Decide-Act (OODA) loops [Boyd 1987]. This proposal draws upon the well-known Kuramoto model in the mathematical complex systems literature that displays the phenomenon of self-synchronisation . Given the significance of that term in the drive to network-enable military forces through this past decade, its application to Network Centric Warfare (NCW) seemed an obvious thing to undertake; curiously, such an application was missing in the C2 literature until recent years. As some C2 researchers have pointed out, including Boyd [1987], the adversary is often neglected when analysing a C2 system and this was the main motivation in [Kalloniatis 2008, 2012] in adapting the Kuramoto model to the case of two rival C2 systems, which has been termed the Boyd-Kuramoto Model . In this paper we use the Kuramoto model in a spirit closer to its recent use elsewhere in the C2 community [Dekker 2007, van der Wal 2010, Dekker 2011] for a single system engaged in some aspect of an internal process (choosing from options in Dekker and sensor fusion in van der Wal). Specifically, we shall give a proof of concept that the Kuramoto model can be applied to traditionally structured J-staff military headquarters to test whether the different time-frames of planners (J5) and operators (J3) challenge synchronisation within the many supporting branches, such as Personnel (J1), Intelligence (J2), Logistics (J4) and Communications (J6).",1,0.1,,https://www.semanticscholar.org/paper/4e0879dccbc1e16da6654d167ad28400546d70b1,0.8200
Wal19,"Cognitive instabilities under contention, friction, and the fog-of-war challenge the AI revolution",R. Wallace,2019,2019-11-03,Connection Science,32,264 - 279,"The asymptotic limit theorems of information theory, and related formalism from punctuated equilibrium evolutionary theory, allow exploration of the dynamics of real-time, multi-component, hierarchical, cognitive enterprises – institutional, machine, or man/machine hybrid – under constraints of time, material resources, internal communication, situational awareness, and adversarial intent. Surprisingly direct argument shows such enterprises can almost always be confounded by an opponent with comparatively limited resources, provided it has sufficient situational understanding, adaptive capacity, and resolve. Consequently, there can be no free lunch for AI combat systems, driverless cars on intelligent roads, or other such entities, tasked with the control of real-time critical processes. Intelligent adversaries, resource limitations, “design flaws”, inattentional blindness, command stupidity, coevolutionary dynamics, and the like confront all real-time, multi-component cognitive processes. AI systems will not be spared simply by being labelled “high tech” in marketing campaigns.",2,0.3,10.1080/09540091.2019.1684441,https://doi.org/10.1080/09540091.2019.1684441,0.8200
Gat18,Latency-Reliability Tradeoffs for State Estimation,"Konstantinos Gatsis, Hamed Hassani, and George Pappas",2018,2018-10-28,IEEE Transactions on Automatic Control,66,1009-1023,"The emerging interest in low-latency high-reliability applications, such as connected vehicles, necessitates a new abstraction between communication and control. Thanks to advances in cyber-physical systems over the past decades, we understand this interface for classical bit-rate models of channels as well as packet-loss-type channels. This article proposes a new abstraction characterized as a tradeoff curve between latency, reliability, and rate. Our aim is to understand—do we (control engineers) prefer faster but less reliable communications (with shorter codes), or slower but more reliable communications (with longer codes)? In this article, we examine the tradeoffs between latency and reliability for the problem of estimating dynamical systems over communication channels. Employing different latency-reliability curves derived from practical coding schemes, we develop a cross-layer design methodology, i.e., select the code length depending on the system dynamics to optimize system performance.",25,3.3,10.1109/TAC.2020.2992563,https://doi.org/10.1109/TAC.2020.2992563,0.8000
Per07b,Minimal data rate stabilization of nonlinear systems over networks with large delays,C. D. Persis,2007,2007-04-16,"2007 5th International Symposium on Modeling and Optimization in Mobile, Ad Hoc and Wireless Networks and Workshops",,1-9,"We consider the problem of designing encoders, decoders and controllers which stabilize feed forward nonlinear systems over a communication network with finite bandwidth and large delay. The control scheme guarantees minimal data-rate semi-global asymptotic and local exponential stabilization of the closed-loop system. The analysis rests on the stability properties of a class of cascade impulsive time-delay systems.",233,12,10.1109/WIOPT.2007.4480114,https://doi.org/10.1109/WIOPT.2007.4480114,0.8000
Kho18f,Event-triggered stabilization of disturbed linear systems over digital channels,"M. J. Khojasteh, Mojtaba Hedayatpour, J. Cortés, and M. Franceschetti",2018,2018-01-26,2018 52nd Annual Conference on Information Sciences and Systems (CISS),,1-6,"We present an event-triggered control strategy for stabilizing a scalar, continuous-time, time-invariant, linear system over a digital communication channel having bounded delay, and in the presence of bounded system disturbance. We propose an encoding-decoding scheme, and determine lower bounds on the packet size and on the information transmission rate which are sufficient for stabilization. We show that for small values of the delay, the timing information implicit in the triggering events is enough to stabilize the system with any positive rate. In contrast, when the delay increases beyond a critical threshold, the timing information alone is not enough to stabilize the system and the transmission rate begins to increase. Finally, large values of the delay require transmission rates higher than what prescribed by the classic data-rate theorem. The results are numerically validated using a linearized model of an inverted pendulum.",12,1.4,10.1109/CISS.2018.8362261,https://doi.org/10.1109/CISS.2018.8362261,0.8000
Gun89,Frequency domain tracking characteristics of adaptive algorithms,S. Gunnarsson and L. Ljung,1989,1989-07-01,IEEE Trans. Acoust. Speech Signal Process.,37,1072-1089,"The problem of tracking time-varying linear systems is discussed. The focus is on the model quality in terms of the mean square error (MSE) between the true (momentary) transfer function and the estimated one. This MSE is thus a function of frequency. The exact expression for the MSE is complicated, but simple expressions that are asymptotic in the model order are developed for model structures of finite impulse response (FIR) character. Simulations verify that these simple expressions are quite reliable and insightful even for moderate model orders. Expressions are developed for three basic adaptation algorithms (recursive identification algorithms), viz. the least-mean-squares algorithm, the recursive least-squares algorithm with exponential forgetting, and a tracking algorithm based on the Kalman filter. The results apply both to slowly time-varying systems and to the model recovery after an abrupt change in the system dynamics. >",66,1.8,10.1109/29.32284,https://doi.org/10.1109/29.32284,0.8000
Tso97,Limited capacity of any realizable perceptual system is a sufficient reason for attentive behavior.,John Tsotsos,1997,,Consciousness and cognition,6 2-3,"'
          429-36
        ",,0,,,https://www.semanticscholar.org/paper/af165aca23a983810e35a51f8f7a62f891a4afb3,0.8000
Sah06d,Why block length and delay behave differently if feedback is present,Anant Sahai,2006,2006-10-24,arXiv: Information Theory,,,"For output-symmetric DMCs at even moderately high rates, fixed-block-length communication systems show no improvements in their error exponents with feedback. In this paper, we study systems with fixed end-to-end delay and show that feedback generally provides dramatic gains in the error exponents. 
A new upper bound (the uncertainty-focusing bound) is given on the probability of symbol error in a fixed-delay communication system with feedback. This bound turns out to have a similar form to Viterbi's bound used for the block error probability of convolutional codes as a function of the fixed constraint length. The uncertainty-focusing bound is shown to be asymptotically achievable with noiseless feedback for erasure channels as well as any output-symmetric DMC that has strictly positive zero-error capacity. Furthermore, it can be achieved in a delay-universal (anytime) fashion even if the feedback itself is delayed by a small amount. Finally, it is shown that for end-to-end delay, it is generally possible at high rates to beat the sphere-packing bound for general DMCs -- thereby providing a counterexample to a conjecture of Pinsker.",95,4.9,,https://www.semanticscholar.org/paper/d19116b8a413cb5002fe8263a6c7361f12c649ba,0.8000
Che10b,Optimal Intercept Missile Guidance Strategies with Autopilot Lag,"Robert H. Chen, J. Speyer, and D. Lianos",2010,2010-08-02,Journal of Guidance Control and Dynamics,33,1264-1272,"In the linear-quadratic pursuit-evasion game, the pursuer (interceptor) wishes to minimize the terminal miss, whereas the evader (target) wishes to maximize it. Therefore, the optimal strategy of the interceptor is derived against the anticipated worst possible strategy of the target. If the interceptor has a lag, the current approach is to include this lag directly in the system dynamics, which are known to both players. In this problem formulation, the optimal cost could easily go to infinity, which means that the target will win the game. This is expected, because the target has knowledge about interceptor's lag. To ensure the existence of an interceptor strategy, the weighting on the terminal miss has to be chosen small enough so that the optimal cost will remain finite. However, this manipulation prevents the target from maximizing the terminal miss and effectively constrains the target strategy. Therefore, the interceptor strategy is derived against the worst-case target strategy that is not really the worst case. In this paper, it is shown that this interceptor strategy performs poorly in realistic situations where the target tries to maximize the terminal miss. Instead, two new interceptor strategies are derived against target strategies that are determined without knowledge about the interceptor's lag. These two optimal interceptor strategies improve the game-theoretic guidance law for homing missiles by correctly taking into account the autopilot lag.",32,2.0,10.2514/1.44618,https://doi.org/10.2514/1.44618,0.8000
Ort11c,"Information, Utility & Bounded Rationality",Pedro A. Ortega and Daniel A. Braun,2011,2011-07-28,ArXiv,abs/1107.5766,,"Perfectly rational decision-makers maximize expected utility, but crucially ignore the resource costs incurred when determining optimal actions. Here we employ an axiomatic framework for bounded rational decision-making based on a thermodynamic interpretation of resource costs as information costs. This leads to a variational ""free utility"" principle akin to thermodynamical free energy that trades off utility and information costs. We show that bounded optimal control solutions can be derived from this variational principle, which leads in general to stochastic policies. Furthermore, we show that risk-sensitive and robust (minimax) control schemes fall out naturally from this framework if the environment is considered as a bounded rational and perfectly rational opponent, respectively. When resource costs are ignored, the maximum expected utility principle is recovered.",3,0.2,,https://www.semanticscholar.org/paper/16796761ccbeeff3b9368f5e2ad6cdb5238eaedf,0.8000
Sun17,Optimal Sampling and Remote Estimation of the Wiener Process over a Channel with Random Delay,"Yin Sun, Yury Polyanskiy, and E. Uysal-Biyikoglu",2017,2017-07-09,ArXiv,abs/1707.02531,,"In this paper, we consider a sampling and remote estimation problem, where samples of a Wiener process are forwarded to a remote estimator via a channel with queueing and random delay. The estimator reconstructs an estimate of the real-time signal value from causally received samples. We obtain the jointly optimal sampling and estimation strategy that minimizes the mean-square estimation error subject to a maximum sampling rate constraint. We prove that a threshold-based sampler and a minimum mean-square error (MMSE) estimator are jointly optimal, and the optimal threshold is found exactly. Our jointly optimal solution exhibits an interesting coupling between the source and channel, which is different from the source-channel separation in many previous information theoretical studies. If the sampling times are independent of the observed Wiener process, the joint sampling and estimation optimization problem reduces to an age-of-information optimization problem that has been recently solved. Our theoretical and numerical comparisons show that the estimation error of the optimal sampling policy can be much smaller than those of age-optimal sampling, zero-wait sampling, and classic periodic sampling.",75,8.5,,https://www.semanticscholar.org/paper/d97aa59fa72b851c651ad2e8ad92c1eb6bf66efe,0.8000
Sin82b,Nonlinear zero-sum differential game analysis by singular perturbation methods,J. Sinar. and N. Farber,1982,1982-07-01,,,,"A class of nonlinear, zero-sum differential games, exhibiting time-scale separation properties, can be analyzed by singular-perturbation techniques. The merits of such an analysis, leading to an approximate game solution, as well as the 'well-posedness' of the formulation, are discussed. This approach is shown to be attractive for investigating pursuit-evasion problems; the original multidimensional differential game is decomposed to a 'simple pursuit' (free-stream) game and two independent (boundary-layer) optimal-control problems. Using multiple time-scale boundary-layer models results in a pair of uniformly valid zero-order composite feedback strategies. The dependence of suboptimal strategies on relative geometry and own-state measurements is demonstrated by a three dimensional, constant-speed example. For game analysis with realistic vehicle dynamics, the technique of forced singular perturbations and a variable modeling approach is proposed. Accuracy of the analysis is evaluated by comparison with the numerical solution of a time-optimal, variable-speed 'game of two cars' in the horizontal plane.",1,0.0,,https://www.semanticscholar.org/paper/0c3847d105c2f024444696569e7ab322fed0f747,0.8000
Rou04,The M-OODA: A Model Incorporating Control Functions And Teamwork In The OODA Loop.,R. Rousseau and R. Breton,2004,,,,,"The objective of the present paper is to present a modified version of the OODA loop, the M-OODA. For the OODA loop to remain a useful tool in the context of documents defining the armed forces doctrine on C2, any modification has to keep explicit the high-level representation typical of the OODA loop, while accommodating dynamic and control concepts. The M-OODA incorporates explicit control and flow components more in line with the current understanding of military C2. It is based on a modular structure in which a module operates as a simple control system. A module is a task-goal directed activity formed of three components. Next, a number of modules are structured in an OODA loop fashion and interconnected by feed-forward and feedback loops. Then, the model is adapted to a multi-tiered decision making process. Finally, an illustration of the M-OODA applied to teamwork in a C2 context is provided. The M-OODA model provides a compromise between that high level view of C2 decision-making, valued in military documents, and an expansion accommodating the basic C2 functions on information handling, processing, and communicating and the coordination and direction function in C2.",21,0.9,,https://www.semanticscholar.org/paper/8203413eac09b6d0fa3b5e99215c3152252ab214,0.8000
Guo94,Performance analysis of general tracking algorithms,Lei Guo and L. Ljung,1994,1994-12-14,Proceedings of 1994 33rd IEEE Conference on Decision and Control,3,2851-2855 vol.3,,157,5.0,10.1109/CDC.1994.411366,https://doi.org/10.1109/CDC.1994.411366,0.7900
Lju90,Adaptation and tracking in system identification - A survey,L. Ljung and S. Gunnarsson,1990,1990-03-01,Autom.,26,7-21,,447,12,10.1016/0005-1098(90)90154-A,https://doi.org/10.1016/0005-1098(90)90154-A,0.7800
Del95,Asymptotical Study of Parameter Tracking Algorithms,B. Delyon and A. Juditsky,1995,1995-01-02,Siam Journal on Control and Optimization,33,323-345,This paper addresses the problem of tracking random drifting parameters of a linear regression system. The asymptotic properties of several estimation algorithms in the limit of slow drift are studied. The basic tool is the central limit theorem for a class of stochastic difference equations established under weak conditions on disturbances and observations. The estimates of the rate of convergence obtained in the paper allow the asymptotically optimal algorithms to be developed.,13,0.4,10.1137/S0363012992238953,https://doi.org/10.1137/S0363012992238953,0.7800
Ewe90b,Optimum step size of sign algorithm for nonstationary adaptive filtering,E. Eweda,1990,1990-11-01,IEEE Trans. Acoust. Speech Signal Process.,38,1897-1901,"The adaptive filtering sign algorithm is analyzed in the case of nonstationary and correlated data. The excess time average absolute estimation error (EAAE) is used as a performance index of the algorithm. It is proved that the EAAE is the sum of two terms: one proportional to the algorithm step size mu and the other proportional to 1/ mu . The optimum step size that minimizes the EAAE is found equal to square root Q/P, with Q being the power of fluctuations of the optimal filter weights, and P being the power of filter input. This formula is derived under the assumption that increments of optimal filter weights are white. Computer simulations are used to examine the validity of the formula for other models of variation of the optimal filter. Simulation results show a good fit with the obtained optimum step size formula. >",26,0.7,10.1109/29.103091,https://doi.org/10.1109/29.103091,0.7800
Kum18b,Non-asymptotic error bounds for constant stepsize stochastic approximation for tracking mobile agents,"Bhumesh Kumar, V. Borkar, and A. Shetty",2018,2018-02-21,"Mathematics of Control, Signals, and Systems",31,589 - 614,"This work revisits the constant stepsize stochastic approximation algorithm for tracking a slowly moving target and obtains a bound for the tracking error that is valid for the entire time axis, using the Alekseev nonlinear variation of constants formula. It is the first non-asymptotic bound for the entire time axis in the sense that it is not based on the vanishing stepsize limit and associated limit theorems unlike prior works, and captures clearly the dependence on problem parameters and the dimension.",4,0.5,10.1007/s00498-019-00249-4,https://doi.org/10.1007/s00498-019-00249-4,0.7600
Bal21b,Can Decentralized Control Outperform Centralized? The Role of Communication Latency,"Luca Ballotta, M. Jovanovi'c, and L. Schenato",2021,2021-09-01,IEEE Transactions on Control of Network Systems,10,1629-1640,"In this article, we examine the influence of communication latency on performance of networked control systems. Even though distributed control architectures offer advantages in terms of communication, maintenance costs, and scalability, it is an open question how communication latency that varies with network topology influences closed-loop performance. For networks in which delays increase with the number of links, we establish the existence of a fundamental performance tradeoff that arises from control architecture. In particular, we utilize consensus dynamics with single- and double-integrator agents to show that, if delays increase fast enough, a sparse controller with nearest neighbor interactions can outperform the centralized one with all-to-all communication topology.",15,3.2,10.1109/TCNS.2023.3237483,https://doi.org/10.1109/TCNS.2023.3237483,0.7500
Bel13,Online Tracking of a Predictable Drifting Parameter of a Time Series,E. Belitser and P. Serra,2013,2013-06-03,arXiv: Statistics Theory,,,"We propose an online algorithm for tracking a multidimensional time-varying parameter of a time series, which is also allowed to be a predictable process with respect to the underlying time series. The algorithm is driven by a gain function. Under assumptions on the gain, we derive uniform non-asymptotic error bounds on the tracking algorithm in terms of chosen step size for the algorithm and the variation of the parameter of interest. We also outline how appropriate gain functions can be constructed. We give several examples of different variational setups for the parameter process where our result can be applied. The proposed approach covers many frameworks and models (including the classical Robbins-Monro and Kiefer-Wolfowitz procedures) where stochastic approximation algorithms comprise the main inference tool for the data analysis. We treat in some detail a couple of specific models.",0,,,https://www.semanticscholar.org/paper/919a5c120e03f22a0f57c5c2e268525a0799ccd3,0.7500
Vla20,Tracking Performance of Online Stochastic Learners,"Stefan Vlaski, Elsa Rizk, and A. H. Sayed",2020,2020-04-04,IEEE Signal Processing Letters,27,1385-1389,"The utilization of online stochastic algorithms is popular in large-scale learning settings due to their ability to compute updates on the fly, without the need to store and process data in large batches. When a constant step-size is used, these algorithms also have the ability to adapt to drifts in problem parameters, such as data or model properties, and track the optimal solution with reasonable accuracy. Building on analogies with the study of adaptive filters, we establish a link between steady-state performance derived under stationarity assumptions and the tracking performance of online learners under random walk models. The link allows us to infer the tracking performance from steady-state expressions directly and almost by inspection.",3,0.5,10.1109/LSP.2020.3013775,https://doi.org/10.1109/LSP.2020.3013775,0.7500
Ums21,On the confidentiality of the reference signal under sensor attacks,David Umsonst and H. Sandberg,2021,2021-12-14,2021 60th IEEE Conference on Decision and Control (CDC),,3468-3473,"In this paper, we investigate the confidentiality of the reference signal of a feedback system under sensor attacks. In particular, we analyze the conditions for when an attacker with perfect model knowledge and access to the sensor measurements can obtain an unbiased estimate of the reference signal in a feedback control system such that the estimate’s error covariance converges to zero. We call such an estimate a perfect estimate. Under the assumption of linear dynamics for the plant, the controller, and the reference signal, we show that the attacker can perfectly estimate the reference signal if and only if the reference dynamics do not have eigenvalues outside the unit circle. This implies that an attacker is able to perfectly estimate common reference signals such as step functions and sinusoidal signals from noisy measurements. The convergence rate of the estimate is, however, not exponentially fast for common reference signals and depends on the reference signal to be estimated as well as the controller used. We verify our results numerically with a simulation of a three-tank system.",1,0.2,10.1109/CDC45484.2021.9683766,https://doi.org/10.1109/CDC45484.2021.9683766,0.7500
Yav87,Pursuit-evasion differential games with deception or interrupted observation,Y. Yavin,1987,,Computers & Mathematics With Applications,13,191-203,,23,0.6,10.1016/0898-1221(87)90104-0,https://doi.org/10.1016/0898-1221(87)90104-0,0.7500
Ber88b,Saddle point conditions for a class of stochastic dynamical games with imperfect information,P. Bernhard and A. Colomb,1988,,IEEE Transactions on Automatic Control,33,98-101,"Nonlinear dynamical games are considered in which one player has full (causal) information on the state and the opponent's measurements and control, while the other one only has partial, possibly noise-corrupted, state information. A dynamic-programming-like algorithm in an extended space is given that, when successful, yields, a saddle point, usually in mixed strategies. This result is used to provide an equilibrium in safe strategies for the case in which both players are restricted to imperfect state information. >",12,0.3,10.1109/9.367,https://doi.org/10.1109/9.367,0.7500
Shi06b,New Approach to Improve the Accuracy in Delayed Information Pursuit-Evasion Games,J. Shinar and V. Glizer,2006,,,,65-103,,9,0.4,10.1007/0-8176-4501-2_4,https://doi.org/10.1007/0-8176-4501-2_4,0.7500
